BILL_NO,BILL_DT,PROD_NO,PRODID,PR_BATCHNO,QTY,QTY_SCM,QTY_REPL,AC_NO,ACCOID,MRP,PR_SRATE,PUR_RATE,PR_TRATE,PR_DISC,SGST,CGST,SGSTAMT,CGSTAMT,PR_MARGIN,DISC_AMT,DISC_SCM,EXPIRY,COMP,CHLN_NO,CHLN_DT,VOU_NO,VOU_TYPE,VKEY_NOTYP,VOU_SERIS,VOU_DATE,PR_PTR,PR_SRATE2,PR_SRATE3,PR_PER2,PR_PER3,S_CODE,PR_SCM,SUR_AMT,TOT_AMT,SCM_AMT,ADD_VINP,ADD_VINS,MRP_INCL,IF_INCL,PR_EXAMT
CA/51437,2025-07-14,   6723,0,LZ2TI433,33,3,0,,1118,399.0,280.89,239.92,261.73,0.0,6.0,6.0,518.23,518.23,0.0,0.0,,11/26,,,,198,PR1,  198PR1,2526,2025-07-23,280.89,296.87,296.87,0.0,0.0,,0.0,,,0.0,,,,,0.0
CA/51437,2025-07-14,   6724,0,DU5PA501A,24,0,0,,1118,200.0,142.86,131.19,131.19,0.0,6.0,6.0,188.91,188.91,0.0,0.0,,03/28,,,,198,PR1,  198PR1,2526,2025-07-23,142.86,148.8,148.8,0.0,0.0,,0.0,,,0.0,,,,,0.0
CA/51437,2025-07-14,   6725,0,A15062501,20,0,0,,1118,260.0,183.04,170.55,170.55,0.0,6.0,6.0,204.66,204.66,0.0,0.0,,04/27,,,,198,PR1,  198PR1,2526,2025-07-23,183.04,193.45,193.45,0.0,0.0,,0.0,,,0.0,,,,,0.0
CA/51437,2025-07-14,   6726,0,UH1SL405,38,2,0,,1118,301.5,212.26,187.88,197.77,0.0,6.0,6.0,450.92,450.92,0.0,0.0,,08/26,,,,198,PR1,  198PR1,2526,2025-07-23,212.26,224.33,224.33,0.0,0.0,,0.0,,,0.0,,,,,0.0
CA/51437,2025-07-14,   6727,0,EZ3PC501,50,0,0,,1118,20.0,14.29,13.12,13.12,0.0,6.0,6.0,39.36,39.36,0.0,0.0,,02/27,,,,198,PR1,  198PR1,2526,2025-07-23,14.29,14.88,14.88,0.0,0.0,,0.0,,,0.0,,,,,0.0
CASH 11927,2025-08-06,   6554,0,DLF250144,10,26,0,,1063,227.5,180.0,45.14,162.5,0.0,6.0,6.0,97.5,97.5,0.0,0.0,,05/27,,,,209,PR1,  209PR1,2526,2025-08-06,180.0,180.0,180.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
CA/51437,2025-07-14,   6718,0,DM504,45,5,0,,1118,312.0,222.86,184.19,204.66,0.0,6.0,6.0,552.58,552.58,0.0,0.0,,01/27,,,,198,PR1,  198PR1,2526,2025-07-23,222.86,232.14,232.14,0.0,0.0,,0.0,,,0.0,,,,,0.0
CA/51437,2025-07-14,   6719,0,BP1PC403,27,3,0,,1118,137.5,99.92,81.17,90.19,0.0,6.0,6.0,146.11,146.11,0.0,0.0,,09/26,,,,198,PR1,  198PR1,2526,2025-07-23,99.92,84.44,84.44,0.0,0.0,,0.0,,,0.0,,,,,0.0
CA/51437,2025-07-14,   6720,0,BD2TI503,90,10,0,,1118,113.5,81.07,67.01,74.45,0.0,6.0,6.0,402.03,402.03,0.0,0.0,,09/26,,,,198,PR1,  198PR1,2526,2025-07-23,81.07,84.44,84.44,0.0,0.0,,0.0,,,0.0,,,,,0.0
CA/51437,2025-07-14,   6721,0,ED1PC501,38,2,0,,1118,277.5,180.36,172.94,182.04,0.0,6.0,6.0,415.05,415.05,0.0,0.0,,01/27,,,,198,PR1,  198PR1,2526,2025-07-23,180.36,206.47,206.47,0.0,0.0,,0.0,,,0.0,,,,,0.0
CA/51437,2025-07-14,   6722,0,ED2PC505,19,1,0,,1118,369.5,268.93,230.26,242.38,0.0,6.0,6.0,276.31,276.31,0.0,0.0,,01/27,,,,198,PR1,  198PR1,2526,2025-07-23,268.93,274.92,274.92,0.0,0.0,,0.0,,,0.0,,,,,0.0
CA/51437,2025-07-14,   6723,0,LZ2TI433,33,3,0,,1118,399.0,280.89,239.92,261.73,0.0,6.0,6.0,518.23,518.23,0.0,0.0,,11/26,,,,198,PR1,  198PR1,2526,2025-07-23,280.89,296.87,296.87,0.0,0.0,,0.0,,,0.0,,,,,0.0
CA/51437,2025-07-14,   6724,0,DU5PA501A,24,0,0,,1118,200.0,142.86,131.19,131.19,0.0,6.0,6.0,188.91,188.91,0.0,0.0,,03/28,,,,198,PR1,  198PR1,2526,2025-07-23,142.86,148.8,148.8,0.0,0.0,,0.0,,,0.0,,,,,0.0
CA/51437,2025-07-14,   6725,0,A15062501,20,0,0,,1118,260.0,183.04,170.55,170.55,0.0,6.0,6.0,204.66,204.66,0.0,0.0,,04/27,,,,198,PR1,  198PR1,2526,2025-07-23,183.04,193.45,193.45,0.0,0.0,,0.0,,,0.0,,,,,0.0
CA/51437,2025-07-14,   6726,0,UH1SL405,38,2,0,,1118,301.5,212.26,187.88,197.77,0.0,6.0,6.0,450.92,450.92,0.0,0.0,,08/26,,,,198,PR1,  198PR1,2526,2025-07-23,212.26,224.33,224.33,0.0,0.0,,0.0,,,0.0,,,,,0.0
CA/51437,2025-07-14,   6727,0,EZ3PC501,50,0,0,,1118,20.0,14.29,13.12,13.12,0.0,6.0,6.0,39.36,39.36,0.0,0.0,,02/27,,,,198,PR1,  198PR1,2526,2025-07-23,14.29,14.88,14.88,0.0,0.0,,0.0,,,0.0,,,,,0.0
NBPL/16,2025-04-02,   6583,0,25DB39Y,200,0,0,,1096,69.8,22.0,16.99,16.99,0.0,6.0,6.0,203.88,203.88,0.0,0.0,,01/27,,,,5,PR1,    5PR1,2526,2025-04-03,22.0,24.1,24.1,0.0,0.0,,0.0,,,0.0,,,,,0.0
NBPL/16,2025-04-02,   6638,0,LI532507E,50,0,0,,1096,470.35,118.0,99.0,99.0,0.0,2.5,2.5,123.75,123.75,0.0,0.0,,01/27,,,,5,PR1,    5PR1,2526,2025-04-03,118.0,130.0,130.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
NBPL/16,2025-04-02,   6639,0,24GL22N,10,0,0,,1096,2275.0,286.4,229.0,229.0,0.0,6.0,6.0,137.4,137.4,0.0,0.0,,11/26,,,,5,PR1,    5PR1,2526,2025-04-03,286.4,358.0,358.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
NBPL/16,2025-04-02,   6640,0,421,50,0,0,,1096,128.9,22.5,17.99,17.99,0.0,6.0,6.0,53.97,53.97,0.0,0.0,,08/26,,,,5,PR1,    5PR1,2526,2025-04-03,22.5,22.5,22.5,0.0,0.0,,0.0,,,0.0,,,,,0.0
NBPL/16,2025-04-02,   6641,0,L1542413D,75,0,0,,1096,705.53,130.0,109.0,109.0,0.0,6.0,6.0,490.5,490.5,0.0,0.0,,03/26,,,,5,PR1,    5PR1,2526,2025-04-03,130.0,130.0,130.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
NBPL/16,2025-04-02,   6641,0,L1542505A,25,0,0,,1096,705.53,130.0,109.0,109.0,0.0,6.0,6.0,163.5,163.5,0.0,0.0,,12/26,,,,5,PR1,    5PR1,2526,2025-04-03,130.0,130.0,130.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
NBPL/16,2025-04-02,   6583,0,25DB39Y,200,0,0,,1096,69.8,22.0,16.99,16.99,0.0,6.0,6.0,203.88,203.88,0.0,0.0,,01/27,,,,5,PR1,    5PR1,2526,2025-04-03,22.0,24.1,24.1,0.0,0.0,,0.0,,,0.0,,,,,0.0
NBPL/16,2025-04-02,   6638,0,LI532507E,50,0,0,,1096,470.35,118.0,99.0,99.0,0.0,2.5,2.5,123.75,123.75,0.0,0.0,,01/27,,,,5,PR1,    5PR1,2526,2025-04-03,118.0,130.0,130.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
NBPL/16,2025-04-02,   6639,0,24GL22N,10,0,0,,1096,2275.0,286.4,229.0,229.0,0.0,6.0,6.0,137.4,137.4,0.0,0.0,,11/26,,,,5,PR1,    5PR1,2526,2025-04-03,286.4,358.0,358.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
NBPL/16,2025-04-02,   6640,0,421,50,0,0,,1096,128.9,22.5,17.99,17.99,0.0,6.0,6.0,53.97,53.97,0.0,0.0,,08/26,,,,5,PR1,    5PR1,2526,2025-04-03,22.5,22.5,22.5,0.0,0.0,,0.0,,,0.0,,,,,0.0
NBPL/16,2025-04-02,   6641,0,L1542413D,75,0,0,,1096,705.53,130.0,109.0,109.0,0.0,6.0,6.0,490.5,490.5,0.0,0.0,,03/26,,,,5,PR1,    5PR1,2526,2025-04-03,130.0,130.0,130.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
NBPL/16,2025-04-02,   6641,0,L1542505A,25,0,0,,1096,705.53,130.0,109.0,109.0,0.0,6.0,6.0,163.5,163.5,0.0,0.0,,12/26,,,,5,PR1,    5PR1,2526,2025-04-03,130.0,130.0,130.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
NBPL/16,2025-04-02,   6583,0,25DB39Y,200,0,0,,1096,69.8,22.0,16.99,16.99,0.0,6.0,6.0,203.88,203.88,0.0,0.0,,01/27,,,,5,PR1,    5PR1,2526,2025-04-03,22.0,24.1,24.1,0.0,0.0,,0.0,,,0.0,,,,,0.0
NBPL/16,2025-04-02,   6638,0,LI532507E,50,0,0,,1096,470.35,118.0,99.0,99.0,0.0,2.5,2.5,123.75,123.75,0.0,0.0,,01/27,,,,5,PR1,    5PR1,2526,2025-04-03,118.0,130.0,130.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
NBPL/16,2025-04-02,   6639,0,24GL22N,10,0,0,,1096,2275.0,286.4,229.0,229.0,0.0,6.0,6.0,137.4,137.4,0.0,0.0,,11/26,,,,5,PR1,    5PR1,2526,2025-04-03,286.4,358.0,358.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
NBPL/16,2025-04-02,   6640,0,421,50,0,0,,1096,128.9,22.5,17.99,17.99,0.0,6.0,6.0,53.97,53.97,0.0,0.0,,08/26,,,,5,PR1,    5PR1,2526,2025-04-03,22.5,22.5,22.5,0.0,0.0,,0.0,,,0.0,,,,,0.0
ERLOCIPPENDING,2025-04-07,   1523,0,G0103,2,0,0,,1003,9502.0,2705.0,2350.0,2350.0,0.0,6.0,6.0,282.0,282.0,0.0,0.0,,11/27,,,,8,PR1,    8PR1,2526,2025-04-07,2705.0,2705.0,2705.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
CH/90,2025-04-07,   6464,0,4C40255,100,0,0,,157,22.0,11.0,9.0,9.0,0.0,6.0,6.0,54.0,54.0,0.0,0.0,,03/27,,,,10,PR1,   10PR1,2526,2025-04-09,11.0,11.0,11.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
CH/90,2025-04-07,   6464,0,4C40255,100,0,0,,157,22.0,11.0,9.0,9.0,0.0,6.0,6.0,54.0,54.0,0.0,0.0,,03/27,,,,10,PR1,   10PR1,2526,2025-04-09,11.0,11.0,11.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
CH/90,2025-04-07,   6740,0,006,1,0,0,,157,2000.0,245.0,230.0,230.0,0.0,6.0,6.0,13.8,13.8,0.0,0.0,,06/27,,,,10,PR1,   10PR1,2526,2025-04-09,245.0,245.0,245.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
LMRCPENDINGITEMS,2025-04-03,   6494,0,0425003,20,0,0,,157,6.16,6.16,4.8,4.8,0.0,6.0,6.0,5.76,5.76,0.0,0.0,,12/27,,,,6,PR1,    6PR1,2526,2025-04-03,6.16,5.0,5.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
LMRCPENDINGITEMS,2025-04-03,   6642,0,**,10,0,0,,157,225.0,225.0,220.0,220.0,0.0,6.0,6.0,132.0,132.0,0.0,0.0,,00/00,,,,6,PR1,    6PR1,2526,2025-04-03,225.0,225.0,225.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
LMRCPENDINGITEMS,2025-04-03,   6643,0,**,1,0,0,,157,4.0,4.0,1.0,1.0,0.0,6.0,6.0,0.06,0.06,0.0,0.0,,00/00,,,,6,PR1,    6PR1,2526,2025-04-03,4.0,4.0,4.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
CCB1108,2025-04-12,   3930,0,394070,2,0,0,,1031,2452.0,780.0,720.0,720.0,0.0,6.0,6.0,86.4,86.4,0.0,0.0,,06/26,,,,12,PR1,   12PR1,2526,2025-04-12,780.0,775.0,775.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
CCB1108,2025-04-12,   3930,0,394069,3,0,0,,1031,2452.0,780.0,720.0,720.0,0.0,6.0,6.0,129.6,129.6,0.0,0.0,,05/26,,,,12,PR1,   12PR1,2526,2025-04-12,780.0,775.0,775.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
CCB1108,2025-04-12,   3932,0,393217,1,0,0,,1031,1773.0,517.86,460.0,460.0,0.0,6.0,6.0,27.6,27.6,0.0,0.0,,12/26,,,,12,PR1,   12PR1,2526,2025-04-12,517.86,517.86,517.86,0.0,0.0,,0.0,,,0.0,,,,,0.0
CCB1108,2025-04-12,   3932,0,393199,1,0,0,,1031,1773.0,517.86,460.0,460.0,0.0,6.0,6.0,27.6,27.6,0.0,0.0,,07/26,,,,12,PR1,   12PR1,2526,2025-04-12,517.86,517.86,517.86,0.0,0.0,,0.0,,,0.0,,,,,0.0
CCB1108,2025-04-12,   3931,0,392042,5,0,0,,1031,581.5,214.28,140.0,140.0,0.0,6.0,6.0,42.0,42.0,0.0,0.0,,10/26,,,,12,PR1,   12PR1,2526,2025-04-12,214.28,214.28,214.28,0.0,0.0,,0.0,,,0.0,,,,,0.0
CCB1108,2025-04-12,   1170,0,OL0528,2,0,0,,1031,222.0,75.0,60.0,60.0,0.0,6.0,6.0,7.2,7.2,0.0,0.0,,09/25,,,,12,PR1,   12PR1,2526,2025-04-12,75.0,75.0,75.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
CCB1108,2025-04-12,   1171,0,DRI2427BC,2,0,0,,1031,1177.0,207.14,187.5,187.5,0.0,6.0,6.0,22.5,22.5,0.0,0.0,,10/26,,,,12,PR1,   12PR1,2526,2025-04-12,207.14,320.0,320.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
CCB1108,2025-04-12,   1157,0,CSI2507BC,3,0,0,,1031,396.75,287.0,180.0,180.0,0.0,6.0,6.0,32.4,32.4,0.0,0.0,,12/26,,,,12,PR1,   12PR1,2526,2025-04-12,287.0,190.0,190.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
CCB1108,2025-04-12,   1156,0,CSI2507AC,5,0,0,,1031,79.0,60.0,50.0,50.0,0.0,3.0,3.0,7.5,7.5,0.0,0.0,,12/26,,,,12,PR1,   12PR1,2526,2025-04-12,60.0,60.0,60.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
CCB1108,2025-04-12,   1157,0,CSI2510BC,1,0,0,,1031,396.75,287.0,180.0,180.0,0.0,6.0,6.0,10.8,10.8,0.0,0.0,,01/27,,,,12,PR1,   12PR1,2526,2025-04-12,287.0,190.0,190.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
CCB1108,2025-04-12,   1157,0,CSI2502BC,1,0,0,,1031,396.75,287.0,180.0,180.0,0.0,6.0,6.0,10.8,10.8,0.0,0.0,,12/26,,,,12,PR1,   12PR1,2526,2025-04-12,287.0,190.0,190.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
CASH1745,2025-04-18,   6589,0,24181109,20,4,0,,1063,44.75,33.56,26.63,31.96,0.0,6.0,6.0,38.35,38.35,0.0,0.0,,05/27,,,,34,PR1,   34PR1,2526,2025-04-18,33.56,32.0,32.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
CASH1745,2025-04-18,   6654,0,24462188,10,2,0,,1063,27.3,21.84,17.06,20.47,0.0,6.0,6.0,12.28,12.28,0.0,0.0,,08/27,,,,34,PR1,   34PR1,2526,2025-04-18,21.84,21.84,21.84,0.0,0.0,,0.0,,,0.0,,,,,0.0
NCC/6323,2025-04-21,   2705,0,2GC24611A,10,2,0,,1003,539.0,389.0,320.83,385.0,0.0,6.0,6.0,231.0,231.0,0.0,0.0,,07/29,,,,40,PR1,   40PR1,2526,2025-04-21,389.0,389.0,389.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
NCC/8669,2025-04-29,   3827,0,1740059,2,0,0,,1003,695.0,150.0,130.0,130.0,0.0,6.0,6.0,15.6,15.6,0.0,0.0,,09/26,,,,53,PR1,   53PR1,2526,2025-04-29,150.0,150.0,150.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
NCC/8669,2025-04-29,   2655,0,OI24230,10,0,0,,1003,275.0,55.0,42.0,42.0,0.0,2.5,2.5,10.5,10.5,0.0,0.0,,08/26,,,,53,PR1,   53PR1,2526,2025-04-29,55.0,55.0,55.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
NCC/8669,2025-04-29,   1932,0,312501P01,2,0,0,,1003,5538.0,1607.14,1500.0,1500.0,0.0,6.0,6.0,180.0,180.0,0.0,0.0,,12/26,,,,53,PR1,   53PR1,2526,2025-04-29,1607.14,1607.14,1607.14,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C1693,2025-04-30,   6661,0,G241010744,100,0,0,,1016,27.0,9.0,5.0,5.0,0.0,6.0,6.0,30.0,30.0,0.0,0.0,,08/29,,,,58,PR1,   58PR1,2526,2025-04-30,9.0,9.0,9.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C1693,2025-04-30,   6459,0,C35002,15,0,0,,1016,23.52,15.0,10.5,10.5,0.0,6.0,6.0,9.45,9.45,0.0,0.0,,12/26,,,,58,PR1,   58PR1,2526,2025-04-30,15.0,15.0,15.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
A/,2025-05-10,   2082,0,87240093AB,2,0,0,,1100,992.0,620.0,600.0,600.0,0.0,6.0,6.0,72.0,72.0,0.0,0.0,,01/26,,,,77,PR1,   77PR1,2526,2025-05-10,620.0,620.0,620.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
NCC/KEMOCARB,2025-05-13,   2082,0,87240093AB,3,0,0,,1003,992.0,620.0,600.0,600.0,0.0,6.0,6.0,108.0,108.0,0.0,0.0,,01/26,,,,81,PR1,   81PR1,2526,2025-05-13,620.0,620.0,620.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
CASH 13823,2025-05-13,   6669,0,LGN06/312/0,8,0,0,,1018,190.0,136.71,135.71,135.71,0.0,6.0,6.0,65.14,65.14,0.0,0.0,,11/25,,,,82,PR1,   82PR1,2526,2025-05-13,136.71,136.71,136.71,0.0,0.0,,0.0,,,0.0,,,,,0.0
NCC,2025-05-16,   2655,0,OI24290,15,0,0,,1003,275.0,55.0,42.0,42.0,0.0,2.5,2.5,15.75,15.75,0.0,0.0,,11/26,,,,85,PR1,   85PR1,2526,2025-05-16,55.0,55.0,55.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
NCC,2025-05-16,   2430,0,BK50250094,20,0,0,,1003,27.0,21.6,20.52,21.6,5.0,2.5,2.5,10.26,10.26,0.0,21.6,,02/27,,,,85,PR1,   85PR1,2526,2025-05-16,21.6,20.57,20.57,0.0,0.0,,0.0,,,0.0,,,,,0.0
NCC,2025-05-16,   2383,0,05241726,5,0,0,,1003,1314.0,225.0,180.0,180.0,0.0,6.0,6.0,54.0,54.0,0.0,0.0,,10/26,,,,85,PR1,   85PR1,2526,2025-05-16,225.0,280.0,280.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
OXA,2025-05-16,   6650,0,ELD7AM4010,4,0,0,,1031,2345.64,490.25,390.0,390.0,0.0,2.5,2.5,39.0,39.0,0.0,0.0,,09/26,,,,86,PR1,   86PR1,2526,2025-05-16,490.25,613.0,613.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
NCC/VIVITRA,2025-05-17,    261,0,B400475,1,0,0,,1003,40754.2,8214.28,7200.0,7200.0,0.0,6.0,6.0,432.0,432.0,0.0,0.0,,07/27,,,,87,PR1,   87PR1,2526,2025-05-17,8214.28,8214.28,8214.28,0.0,0.0,,0.0,,,0.0,,,,,0.0
CASH 4040,2025-05-17,    563,0,MPA250140,20,8,0,,1063,56.31,38.65,28.73,40.22,0.0,6.0,6.0,48.26,48.26,0.0,0.0,,04/27,,,,88,PR1,   88PR1,2526,2025-05-17,38.65,38.65,38.65,0.0,0.0,,0.0,,,0.0,,,,,0.0
CH/704,2025-05-17,   3933,0,1255163,20,0,0,,157,30.6,14.7,12.0,12.0,0.0,6.0,6.0,14.4,14.4,0.0,0.0,,12/25,,,,89,PR1,   89PR1,2526,2025-05-17,14.7,14.7,14.7,0.0,0.0,,0.0,,,0.0,,,,,0.0
CASH17160,2025-05-03,   6378,0,UA02039,2,0,0,,1025,208.8,149.14,149.14,149.14,0.0,6.0,6.0,17.9,17.9,0.0,0.0,,07/26,,,,90,PR1,   90PR1,2526,2025-05-19,149.14,149.14,149.14,0.0,0.0,,0.0,,,0.0,,,,,0.0
CASH17160,2025-05-03,   6671,0,25S3GTA024,3,0,0,,1025,286.5,204.64,204.64,204.64,0.0,6.0,6.0,36.84,36.84,0.0,0.0,,12/26,,,,90,PR1,   90PR1,2526,2025-05-19,204.64,204.64,204.64,0.0,0.0,,0.0,,,0.0,,,,,0.0
CASH17160,2025-05-03,   6672,0,TDX-2402,4,0,0,,1025,220.0,157.14,157.14,157.14,0.0,6.0,6.0,37.71,37.71,0.0,0.0,,11/26,,,,90,PR1,   90PR1,2526,2025-05-19,157.14,157.14,157.14,0.0,0.0,,0.0,,,0.0,,,,,0.0
E,2025-05-22,   6597,0,410,50,0,0,,157,11.4,5.1,4.9,4.9,0.0,6.0,6.0,14.7,14.7,0.0,0.0,,03/27,,,,96,PR1,   96PR1,2526,2025-05-22,5.1,5.1,5.1,0.0,0.0,,0.0,,,0.0,,,,,0.0
ES,2025-05-22,   6561,0,V4471565,25,0,0,,157,46.9,19.64,15.05,15.05,0.0,2.5,2.5,9.41,9.41,0.0,0.0,,09/26,,,,97,PR1,   97PR1,2526,2025-05-22,19.64,19.64,19.64,0.0,0.0,,0.0,,,0.0,,,,,0.0
NCC/20,2025-06-09,   2655,0,OI25018,20,0,0,,1003,275.0,55.0,42.0,42.0,0.0,2.5,2.5,21.0,21.0,0.0,0.0,,12/26,,,,129,PR1,  129PR1,2526,2025-06-09,55.0,55.0,55.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
NCC/20,2025-06-09,   2071,0,87240388AA,5,0,0,,1003,1168.36,714.28,600.0,600.0,0.0,6.0,6.0,180.0,180.0,0.0,0.0,,09/26,,,,129,PR1,  129PR1,2526,2025-06-09,714.28,720.0,720.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
COLYMONAS,2025-06-11,   2333,0,7A240005,9,0,0,,1003,1720.0,300.0,105.0,105.0,0.0,6.0,6.0,56.7,56.7,0.0,0.0,,07/26,,,,135,PR1,  135PR1,2526,2025-06-11,300.0,1228.57,1228.57,0.0,0.0,,0.0,,,0.0,,,,,0.0
BCCX,2025-06-13,   1148,0,CBT2414BC,1,0,0,,1003,2432.0,1450.0,1300.0,1300.0,0.0,2.5,2.5,32.5,32.5,0.0,0.0,,08/26,,,,136,PR1,  136PR1,2526,2025-06-13,1450.0,1450.0,1450.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C 4266,2025-06-14,   6688,0,C35002,20,0,0,,1016,23.52,12.59,8.5,8.5,0.0,6.0,6.0,10.2,10.2,0.0,0.0,,12/26,,,,140,PR1,  140PR1,2526,2025-06-14,12.59,12.59,12.59,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C 4266,2025-06-14,   6689,0,IGNITE,2,0,0,,1016,120.0,32.0,6.0,6.0,0.0,6.0,6.0,0.72,0.72,0.0,0.0,,08/28,,,,140,PR1,  140PR1,2526,2025-06-14,32.0,32.0,32.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C 4266,2025-06-14,   6690,0,4003125A,10,0,0,,1016,184.0,82.8,11.0,11.0,0.0,6.0,6.0,6.6,6.6,0.0,0.0,,12/29,,,,140,PR1,  140PR1,2526,2025-06-14,82.8,82.8,82.8,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C 4266,2025-06-14,   6691,0,41123S08G,10,0,0,,1016,29.0,13.05,4.5,4.5,0.0,6.0,6.0,2.7,2.7,0.0,0.0,,10/25,,,,140,PR1,  140PR1,2526,2025-06-14,13.05,13.05,13.05,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C 4266,2025-06-14,   6692,0,G24K010524,4,0,0,,1016,401.0,75.0,25.0,25.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,,10/29,,,,140,PR1,  140PR1,2526,2025-06-14,75.0,75.0,75.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C 4266,2025-06-14,   3530,0,2503042005,40,0,0,,1016,173.0,50.0,37.0,37.0,0.0,3.0,3.0,44.4,44.4,0.0,0.0,,12/27,,,,140,PR1,  140PR1,2526,2025-06-14,50.0,50.0,50.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C 4266,2025-06-14,   6693,0,P23CO2,1,0,0,,1016,150.0,82.5,58.0,58.0,0.0,6.0,6.0,3.48,3.48,0.0,0.0,,07/27,,,,140,PR1,  140PR1,2526,2025-06-14,82.5,82.5,82.5,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C 4266,2025-06-14,   6694,0,G25011105,1,0,0,,1016,572.0,178.0,78.0,78.0,0.0,2.5,2.5,1.95,1.95,0.0,0.0,,12/29,,,,140,PR1,  140PR1,2526,2025-06-14,178.0,178.0,178.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C 4266,2025-06-14,   6614,0,KA2501,2,0,0,,1016,299.0,120.0,26.0,26.0,0.0,9.0,9.0,4.68,4.68,0.0,0.0,,00/00,,,,140,PR1,  140PR1,2526,2025-06-14,120.0,75.0,75.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C 4266,2025-06-14,   6695,0,G25B010882,1,0,0,,1016,81.0,36.45,13.5,13.5,0.0,6.0,6.0,0.81,0.81,0.0,0.0,,01/30,,,,140,PR1,  140PR1,2526,2025-06-14,36.45,36.45,36.45,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C 4266,2025-06-14,   6615,0,RCARE,1,0,0,,1016,800.0,350.0,190.0,190.0,0.0,6.0,6.0,11.4,11.4,0.0,0.0,,00/00,,,,140,PR1,  140PR1,2526,2025-06-14,350.0,210.0,210.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C4266,2025-06-14,   6688,0,C35002,20,0,0,,1016,23.52,12.59,8.5,8.5,0.0,6.0,6.0,10.2,10.2,0.0,0.0,,12/26,,,,140,PR1,  140PR1,2526,2025-06-14,12.59,12.59,12.59,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C4266,2025-06-14,   6689,0,IGNITE,2,0,0,,1016,120.0,32.0,6.0,6.0,0.0,6.0,6.0,0.72,0.72,0.0,0.0,,08/28,,,,140,PR1,  140PR1,2526,2025-06-14,32.0,32.0,32.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C4266,2025-06-14,   6690,0,4003125A,10,0,0,,1016,184.0,82.8,11.0,11.0,0.0,6.0,6.0,6.6,6.6,0.0,0.0,,12/29,,,,140,PR1,  140PR1,2526,2025-06-14,82.8,82.8,82.8,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C4266,2025-06-14,   6691,0,41123S08G,10,0,0,,1016,29.0,13.05,4.5,4.5,0.0,6.0,6.0,2.7,2.7,0.0,0.0,,10/25,,,,140,PR1,  140PR1,2526,2025-06-14,13.05,13.05,13.05,0.0,0.0,,0.0,,,0.0,,,,,0.0
