TR_DATE,VOU_NO,VOU_TYPE,VOU_DATE,AC_NO,ACCOID,PROD_NO,PRODID,PR_BATCHNO,QTY,QTY_SCM,DISC_SCM,MRP,RATE,PR_PRATE,T_RATE,DISCOUNT,DISC_AMT,EXPIRY,SGST,CGST,IGST,CESS,SGSTAMT,CGSTAMT,IGSTAMT,CESSAMT,N_MRP,N_RATE,N_EXP,N_BATCHNO,SLMN_NO,FRE_REPL,IF_DISC,PR_PTR,PRFT_AMT,DOC_NO,SR_NO,RATE_2,RATE_3,STKKEY,EXTRASCM,SCM_GIVEN,SPLKEY,MAXCDPER,CDGIVEN,CDAMT,DPCO_DISC,SCHDRUG,VERSION,ORDER_NO,CR_DD,BILL_TYPE,PROCESSED,CNGORDEL,DELE,CNG_NO,CNG_DATE
2025-06-14,26,CSB,2025-06-14 13:53:44.000,,5,   6507,,429104JG2,10,0,0.0,7.5,5.0,2.45,2.45,0.0,0.0,06/29,6.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,7.5,5.0,06/29,429104JG2,  3,0,True,3.45,25.5,,187,,,536,False,,,0.0,0.0,0.0,False,False,1,,,,,C,,  1,2025-09-17 00:00:00.000
2025-06-14,26,CSB,2025-06-14 13:53:44.000,,5,   6614,,KA2501,2,0,0.0,299.0,120.0,26.0,26.0,0.0,0.0,00/00,9.0,9.0,0.0,0.0,21.6,21.6,0.0,0.0,299.0,120.0,00/00,KA2501,  3,0,True,120.0,188.0,,188,,,1396,False,,,0.0,0.0,0.0,False,False,1,,,,,C,,  1,2025-09-17 00:00:00.000
2025-06-14,26,CSB,2025-06-14 13:53:44.000,,5,   6696,,G24F011212,1,0,0.0,392.0,176.4,60.0,60.0,0.0,0.0,08/29,6.0,6.0,0.0,0.0,10.584,10.584,0.0,0.0,392.0,176.4,08/29,G24F011212,  3,0,True,176.4,116.4,,189,,,1399,False,,,0.0,0.0,0.0,False,False,1,,,,,C,,  1,2025-09-17 00:00:00.000
2025-06-14,26,CSB,2025-06-14 13:53:44.000,,5,   6615,,RCARE,1,0,0.0,800.0,350.0,190.0,190.0,0.0,0.0,00/00,6.0,6.0,0.0,0.0,21.0,21.0,0.0,0.0,800.0,350.0,00/00,RCARE,  3,0,True,350.0,160.0,,190,,,1398,False,,,0.0,0.0,0.0,False,False,1,,,,,C,,  1,2025-09-17 00:00:00.000
2025-06-14,26,CSB,2025-06-14 13:53:44.000,,5,   6697,,G24E001171,1,0,0.0,151.0,50.0,29.0,29.0,0.0,0.0,04/29,6.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,151.0,50.0,04/29,G24E001171,  3,0,True,50.0,21.0,,191,,,1400,False,,,0.0,0.0,0.0,False,False,1,,,,,C,,  1,2025-09-17 00:00:00.000
2025-06-14,26,CSB,2025-06-14 13:53:44.000,,5,   6698,,G25B011048,2,0,0.0,89.0,15.0,8.0,8.0,0.0,0.0,01/30,6.0,6.0,0.0,0.0,1.8,1.8,0.0,0.0,89.0,15.0,01/30,G25B011048,  3,0,True,15.0,14.0,,192,,,1401,False,,,0.0,0.0,0.0,False,False,1,,,,,C,,  1,2025-09-17 00:00:00.000
2025-06-14,26,CSB,2025-06-14 13:53:44.000,,5,   6698,,G25B010949,2,0,0.0,89.0,15.0,8.0,8.0,0.0,0.0,01/30,6.0,6.0,0.0,0.0,1.8,1.8,0.0,0.0,89.0,15.0,01/30,G25B010949,  3,0,True,15.0,14.0,,193,,,1402,False,,,0.0,0.0,0.0,False,False,1,,,,,C,,  1,2025-09-17 00:00:00.000
2025-06-14,26,CSB,2025-06-14 13:53:44.000,,5,   6699,,ONEDRIP,3,0,0.0,39.04,21.45,18.0,18.0,0.0,0.0,04/28,6.0,6.0,0.0,0.0,3.861,3.861,0.0,0.0,39.04,21.45,04/28,ONEDRIP,  3,0,True,21.45,10.35,,194,,,1403,False,,,0.0,0.0,0.0,False,False,1,,,,,C,,  1,2025-09-17 00:00:00.000
2025-06-14,26,CSB,2025-06-14 13:53:44.000,,5,   6261,,PT23RL0139C,3,0,0.0,63.26,19.5,18.5,18.5,0.0,0.0,10/25,6.0,6.0,0.0,0.0,3.51,3.51,0.0,0.0,63.26,19.5,10/25,PT23RL0139C,  3,0,True,19.5,3.0,,195,,,54,False,,,0.0,0.0,0.0,False,False,1,,,,,C,,  1,2025-09-17 00:00:00.000
2025-06-14,26,CSB,2025-06-14 13:53:44.000,,5,   6464,,4C40255,12,0,0.0,22.0,9.8,9.0,9.0,0.0,0.0,03/27,6.0,6.0,0.0,0.0,7.056,7.056,0.0,0.0,22.0,9.8,03/27,4C40255,  3,0,True,11.0,9.6,,196,,,1154,False,,,0.0,0.0,0.0,False,False,1,,,,,C,,  1,2025-09-17 00:00:00.000
2025-06-14,26,CSB,2025-06-14 13:53:44.000,,5,   6631,,445022ANJI,10,0,0.0,5.4,5.4,1.9,1.9,0.0,0.0,10/29,6.0,6.0,0.0,0.0,3.24,3.24,0.0,0.0,5.4,5.4,10/29,445022ANJI,  3,0,True,2.0,35.0,,197,,,1090,False,,,0.0,0.0,0.0,False,False,1,,,,,C,,  1,2025-09-17 17:52:12.999
2025-09-29,228,CCB,2025-09-29 16:44:14.999,,1098,   2701,,AT25247A,2,0,0.0,1283.9,180.0,130.0,130.0,0.0,0.0,04/28,2.5,2.5,0.0,0.0,9.0,9.0,0.0,0.0,1283.9,180.0,04/28,AT25247A,  2,0,True,180.0,100.0,,133,,,1780,False,,,0.0,0.0,0.0,False,False,0,,,,,C,C,  1,2025-09-29 16:47:55.999
2025-10-01,229,CCB,2025-10-01 12:50:48.000,,1061,   2383,,05241394,2,0,0.0,1231.87,225.0,182.0,182.0,0.0,0.0,08/26,2.5,2.5,0.0,0.0,11.25,11.25,0.0,0.0,1231.87,225.0,08/26,05241394,  2,0,True,225.0,86.0,,1,,,1783,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-03 00:00:00.000
2025-10-01,229,CCB,2025-10-01 12:50:48.000,,1061,   3932,,393232,1,0,0.0,1690.78,517.86,494.96,494.96,0.0,0.0,03/27,2.5,2.5,0.0,0.0,12.947,12.947,0.0,0.0,1690.78,517.86,03/27,393232,  2,0,False,517.86,22.9,,2,,,1781,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-03 00:00:00.000
2025-10-01,229,CCB,2025-10-01 12:50:48.000,,1061,   3931,,392045,1,0,0.0,554.53,214.28,207.32,207.32,0.0,0.0,04/27,2.5,2.5,0.0,0.0,5.357,5.357,0.0,0.0,554.53,214.28,04/27,392045,  2,0,True,214.28,6.96,,3,,,1782,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-03 11:37:20.000
2025-09-22,225,CCB,2025-09-22 15:49:48.000,,1119,   6726,,UH1SL405,19,0,0.0,301.5,212.256,187.882,197.77,0.0,0.0,08/26,6.0,6.0,0.0,0.0,241.972,241.972,0.0,0.0,301.5,212.256,08/26,UH1SL405,  2,0,True,212.256,463.1,,127,,,1521,False,,,0.0,0.0,0.0,False,False,0,,,,,C,C,  1,2025-10-04 00:00:00.000
2025-09-22,225,CCB,2025-09-22 15:49:48.000,,1119,   6724,,DU5PA501A,10,0,0.0,200.0,142.86,131.19,131.19,0.0,0.0,03/28,6.0,6.0,0.0,0.0,85.716,85.716,0.0,0.0,200.0,142.86,03/28,DU5PA501A,  2,0,True,142.86,116.7,,128,,,1519,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 12:06:33.999
2025-09-22,224,CCB,2025-09-22 15:48:47.000,,1126,   6762,,675F001,20,0,0.0,19.68,15.0,13.836,14.99,0.0,0.0,08/26,2.5,2.5,0.0,0.0,7.5,7.5,0.0,0.0,19.68,15.0,08/26,675F001,  2,0,True,15.0,23.28,,112,,,1768,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 00:00:00.000
2025-09-22,224,CCB,2025-09-22 15:48:47.000,,1126,   6491,,VH1034036,5,0,0.0,38.6,12.0,8.5,8.5,0.0,0.0,06/26,6.0,6.0,0.0,0.0,3.6,3.6,0.0,0.0,38.6,12.0,06/26,VH1034036,  2,0,True,12.0,17.5,,113,,,1437,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 00:00:00.000
2025-09-22,224,CCB,2025-09-22 15:48:47.000,,1126,   6722,,ED2PC505,2,0,0.0,369.5,268.93,230.261,242.38,0.0,0.0,01/27,6.0,6.0,0.0,0.0,32.272,32.272,0.0,0.0,369.5,268.93,01/27,ED2PC505,  2,0,True,268.93,77.34,,114,,,1517,False,,,0.0,0.0,0.0,False,False,0,,,,,C,D,  1,2025-10-04 00:00:00.000
2025-09-22,224,CCB,2025-09-22 15:48:47.000,,1126,   6419,,25770041,5,0,0.0,57.49,30.0,15.36,15.36,0.0,0.0,04/27,6.0,6.0,0.0,0.0,9.0,9.0,0.0,0.0,57.49,30.0,04/27,25770041,  2,0,True,30.0,73.2,,115,,,1760,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 00:00:00.000
2025-09-22,224,CCB,2025-09-22 15:48:47.000,,1126,   6716,,250300511T,3,0,0.0,125.0,50.0,38.5,38.5,0.0,0.0,03/26,6.0,6.0,0.0,0.0,9.0,9.0,0.0,0.0,125.0,50.0,03/26,250300511T,  2,0,True,50.0,34.5,,116,,,1742,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 00:00:00.000
2025-09-22,224,CCB,2025-09-22 15:48:47.000,,1126,   6716,,125*040117,7,0,0.0,117.19,50.0,38.5,38.5,0.0,0.0,04/28,6.0,6.0,0.0,0.0,21.0,21.0,0.0,0.0,117.19,50.0,04/28,125*040117,  2,0,True,50.0,80.5,,117,,,1770,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 00:00:00.000
2025-09-22,224,CCB,2025-09-22 15:48:47.000,,1126,   6763,,SH25044A,12,0,0.0,69.23,56.32,52.75,52.75,0.0,0.0,04/27,2.5,2.5,0.0,0.0,16.896,16.896,0.0,0.0,69.23,56.32,04/27,SH25044A,  2,0,True,56.32,42.84,,118,,,1769,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 00:00:00.000
2025-09-22,224,CCB,2025-09-22 15:48:47.000,,1126,   6701,,LDZ24310,10,0,0.0,14.18,10.0,8.0,8.0,0.0,0.0,03/26,6.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,14.18,10.0,03/26,LDZ24310,  2,0,True,10.0,20.0,,119,,,1480,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 00:00:00.000
2025-09-22,224,CCB,2025-09-22 15:48:47.000,,1126,   6775,,239*25N006,12,0,0.0,224.06,108.0,93.0,93.0,0.0,0.0,12/29,2.5,2.5,0.0,0.0,32.4,32.4,0.0,0.0,224.06,108.0,12/29,239*25N006,  2,0,True,108.0,180.0,,120,,,1771,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 00:00:00.000
2025-09-22,224,CCB,2025-09-22 15:48:47.000,,1126,   6776,,290*25N015,6,0,0.0,271.88,145.0,110.0,110.0,0.0,0.0,01/30,2.5,2.5,0.0,0.0,21.75,21.75,0.0,0.0,271.88,145.0,01/30,290*25N015,  2,0,True,145.0,210.0,,121,,,1772,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 00:00:00.000
2025-09-22,224,CCB,2025-09-22 15:48:47.000,,1126,   6751,,SOFTSWAB,10,0,0.0,84.0,32.0,22.0,22.0,0.0,0.0,05/30,6.0,6.0,0.0,0.0,19.2,19.2,0.0,0.0,84.0,32.0,05/30,SOFTSWAB,  2,0,True,32.0,100.0,,122,,,1762,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 00:00:00.000
2025-09-22,224,CCB,2025-09-22 15:48:47.000,,1126,   6714,,350*2,5,0,0.0,328.13,80.0,45.0,45.0,0.0,0.0,06/28,6.0,6.0,0.0,0.0,24.0,24.0,0.0,0.0,328.13,80.0,06/28,350*2,  2,0,True,80.0,175.0,,123,,,1773,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 00:00:00.000
2025-09-22,224,CCB,2025-09-22 15:48:47.000,,1126,   6777,,210*2,5,0,0.0,196.88,62.5,30.0,30.0,0.0,0.0,06/28,2.5,2.5,0.0,0.0,7.813,7.813,0.0,0.0,196.88,62.5,06/28,210*2,  2,0,True,62.5,162.5,,124,,,1774,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 00:00:00.000
2025-09-22,224,CCB,2025-09-22 15:48:47.000,,1126,   6631,,5*25022NK1,8,0,0.0,5.9,3.0,1.85,1.85,0.0,0.0,05/30,2.5,2.5,0.0,0.0,0.6,0.6,0.0,0.0,5.9,3.0,05/30,5*25022NK1,  2,0,True,3.0,9.2,,125,,,1776,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 00:00:00.000
2025-09-22,224,CCB,2025-09-22 15:48:47.000,,1126,   6631,,445022ANJI,42,0,0.0,5.4,5.4,1.9,3.0,0.0,0.0,10/29,2.5,2.5,0.0,0.0,5.67,5.67,0.0,0.0,5.4,5.4,10/29,445022ANJI,  2,0,True,2.0,147.0,,126,,,1090,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 12:34:29.000
2025-09-22,223,CCB,2025-09-22 13:32:26.000,,1126,   6699,,ONEDRIP,10,0,0.0,39.04,21.45,18.0,18.0,0.0,0.0,04/28,6.0,6.0,0.0,0.0,12.87,12.87,0.0,0.0,39.04,21.45,04/28,ONEDRIP,  2,0,True,21.45,34.5,,96,,,1722,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 00:00:00.000
2025-09-22,223,CCB,2025-09-22 13:32:26.000,,1126,   6261,,PT23RL0139C,10,0,0.0,63.26,19.5,18.5,18.5,0.0,0.0,10/25,6.0,6.0,0.0,0.0,11.7,11.7,0.0,0.0,63.26,19.5,10/25,PT23RL0139C,  2,0,True,19.5,10.0,,97,,,54,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 00:00:00.000
2025-09-22,223,CCB,2025-09-22 13:32:26.000,,1126,   6464,,4C40255,10,0,0.0,22.0,11.0,9.0,9.0,0.0,0.0,03/27,6.0,6.0,0.0,0.0,6.6,6.6,0.0,0.0,22.0,11.0,03/27,4C40255,  2,0,True,11.0,20.0,,98,,,1154,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 00:00:00.000
2025-09-22,223,CCB,2025-09-22 13:32:26.000,,1126,   6631,,445022ANJI,40,0,0.0,5.4,5.4,1.9,1.9,0.0,0.0,10/29,6.0,6.0,0.0,0.0,12.96,12.96,0.0,0.0,5.4,5.4,10/29,445022ANJI,  2,0,True,2.0,140.0,,99,,,1090,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 00:00:00.000
2025-09-22,223,CCB,2025-09-22 13:32:26.000,,1126,   6507,,429104JG2,20,0,0.0,7.5,5.0,2.45,2.45,0.0,0.0,06/29,6.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,7.5,5.0,06/29,429104JG2,  2,0,True,3.45,51.0,,100,,,536,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 00:00:00.000
2025-09-22,223,CCB,2025-09-22 13:32:26.000,,1126,   6630,,505105NG1,10,0,0.0,23.0,15.0,3.95,3.95,0.0,0.0,12/29,6.0,6.0,0.0,0.0,9.0,9.0,0.0,0.0,23.0,15.0,12/29,505105NG1,  2,0,True,5.0,110.5,,101,,,1089,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 00:00:00.000
2025-09-22,223,CCB,2025-09-22 13:32:26.000,,1126,   6767,,451119,10,0,0.0,21.5,5.5,4.8,4.8,0.0,0.0,11/27,6.0,6.0,0.0,0.0,3.3,3.3,0.0,0.0,21.5,5.5,11/27,451119,  2,0,True,5.5,7.0,,102,,,1738,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 00:00:00.000
2025-09-22,223,CCB,2025-09-22 13:32:26.000,,1126,   6300,,521452,5,0,0.0,21.5,5.58,4.8,4.8,0.0,0.0,04/28,6.0,6.0,0.0,0.0,1.674,1.674,0.0,0.0,21.5,5.58,04/28,521452,  2,0,True,5.58,3.9,,103,,,1737,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 00:00:00.000
2025-09-22,223,CCB,2025-09-22 13:32:26.000,,1126,   6762,,675E022,10,0,0.0,20.99,15.0,14.99,14.99,0.0,0.0,07/26,6.0,6.0,0.0,0.0,9.0,9.0,0.0,0.0,20.99,15.0,07/26,675E022,  2,0,True,15.0,0.1,,104,,,1725,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 00:00:00.000
2025-09-22,223,CCB,2025-09-22 13:32:26.000,,1126,   6763,,SH25014A,6,0,0.0,73.85,56.32,52.75,52.75,0.0,0.0,01/27,6.0,6.0,0.0,0.0,20.275,20.275,0.0,0.0,73.85,56.32,01/27,SH25014A,  2,0,True,56.32,21.42,,105,,,1726,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 00:00:00.000
2025-09-22,223,CCB,2025-09-22 13:32:26.000,,1126,   6585,,24GK07G,5,0,0.0,56.5,11.5,8.25,8.25,0.0,0.0,10/26,6.0,6.0,0.0,0.0,3.45,3.45,0.0,0.0,56.5,11.5,10/26,24GK07G,  2,0,True,11.5,16.25,,106,,,903,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 00:00:00.000
2025-09-22,223,CCB,2025-09-22 13:32:26.000,,1126,   1571,,5A00206,10,0,0.0,13.35,7.8,5.8,5.8,0.0,0.0,03/28,6.0,6.0,0.0,0.0,4.68,4.68,0.0,0.0,13.35,7.8,03/28,5A00206,  2,0,False,7.8,20.0,,107,,,1606,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 00:00:00.000
2025-09-22,223,CCB,2025-09-22 13:32:26.000,,1126,   6738,,383T857,5,0,0.0,574.0,42.0,29.0,29.0,0.0,0.0,04/27,6.0,6.0,0.0,0.0,12.6,12.6,0.0,0.0,574.0,42.0,04/27,383T857,  2,0,True,42.0,65.0,,108,,,1748,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 00:00:00.000
2025-09-22,223,CCB,2025-09-22 13:32:26.000,,1126,   1900,,ELF8BC3001,1,0,0.0,6491.0,3600.0,3400.0,3400.0,0.0,0.0,09/26,6.0,6.0,0.0,0.0,216.0,216.0,0.0,0.0,6491.0,3600.0,09/26,ELF8BC3001,  2,0,False,3600.0,200.0,,109,,,1758,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 00:00:00.000
2025-09-22,223,CCB,2025-09-22 13:32:26.000,,1126,   1901,,EM250284A,1,0,0.0,3800.0,1900.0,1700.0,1700.0,0.0,0.0,03/28,6.0,6.0,0.0,0.0,114.0,114.0,0.0,0.0,3800.0,1900.0,03/28,EM250284A,  2,0,False,1900.0,200.0,,110,,,1759,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 00:00:00.000
2025-09-22,223,CCB,2025-09-22 13:32:26.000,,1126,   6770,,2425,1,0,0.0,130.0,28.0,23.0,23.0,0.0,0.0,03/28,6.0,6.0,0.0,0.0,1.68,1.68,0.0,0.0,130.0,28.0,03/28,2425,  2,0,True,28.0,5.0,,111,,,1743,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-10-04 18:15:22.999
